SupplierID,PartID,PartDescription,OrderDate,EstimatedDeliveryDate,ActualDeliveryDate,Quantity,UnitCost,TransportMode,TransportCost,WarehouseID,WarehouseLocation,WarehouseCapacity,CurrentInventory,SupplierName,SupplierLocation,TotalCost,LeadTimeDays
384,129,Door,2023-01-16 23:00:00,2023-01-21 23:00:00,2023-02-02 23:00:00,753,168.98,Air,135.86,14,Bristol,4643,450,Supplier_384,Luxembourg,127241.94,17
384,134,Transmission,2023-02-14 11:00:00,2023-02-21 11:00:00,2023-03-08 11:00:00,685,601.49,Air,1826,20,Liverpool,3710,339,Supplier_384,Luxembourg,412020.65,22
384,71,Steering,2023-03-14 17:00:00,2023-03-20 17:00:00,2023-04-02 17:00:00,657,383.52,Sea,436.52,5,Glasgow,1383,2608,Supplier_384,Luxembourg,251972.64,19
384,116,Transmission,2023-04-03 10:00:00,2023-04-22 10:00:00,2023-04-09 10:00:00,805,457.63,Rail,649.69,14,Glasgow,2881,2850,Supplier_384,Luxembourg,368392.15,6
384,176,Door,2023-04-22 04:00:00,2023-04-30 04:00:00,2023-05-14 04:00:00,336,467.53,Road,1034.48,6,Manchester,4229,3132,Supplier_384,Luxembourg,157090.08,22
280,70,Transmission,2023-01-07 05:00:00,2023-01-11 05:00:00,2023-01-11 05:00:00,622,441.05,Road,486.77,8,Leeds,1227,3537,Supplier_280,Leeds,274333.1,4
280,86,Engine,2023-02-05 16:00:00,2023-02-13 16:00:00,2023-02-25 16:00:00,154,898.54,Sea,1739.73,1,Birmingham,4921,2778,Supplier_280,Leeds,138375.16,20
280,142,Door,2023-02-15 00:00:00,2023-02-26 00:00:00,2023-03-06 00:00:00,704,385.18,Air,1507.6,1,Glasgow,2273,2015,Supplier_280,Leeds,271166.72,19
280,119,Door,2023-03-11 06:00:00,2023-03-17 06:00:00,2023-03-27 06:00:00,277,823.46,Rail,423.27,13,Edinburgh,2238,3039,Supplier_280,Leeds,228098.42,16
280,57,Engine,2023-03-15 08:00:00,2023-03-22 08:00:00,2023-04-08 08:00:00,468,724.39,Air,582.29,9,Birmingham,4704,3652,Supplier_280,Leeds,339014.52,24
280,113,Battery,2023-04-07 10:00:00,2023-04-15 10:00:00,2023-05-01 10:00:00,591,226.76,Road,667.81,13,Cardiff,2477,1581,Supplier_280,Leeds,134015.16,24
419,122,Door,2023-01-07 06:00:00,2023-01-09 06:00:00,2023-01-25 06:00:00,967,367.93,Air,1002.15,13,Edinburgh,3369,2837,Supplier_419,Helsinki,355788.31,18
419,16,Steering,2023-02-10 00:00:00,2023-02-24 00:00:00,2023-02-22 00:00:00,811,582.13,Air,1533.07,5,Leeds,1584,1141,Supplier_419,Helsinki,472107.43,12
419,192,Suspension,2023-02-20 10:00:00,2023-03-11 10:00:00,2023-03-12 10:00:00,983,250.25,Road,1982.26,2,Bristol,2537,3828,Supplier_419,Helsinki,245995.75,20
419,128,Seat,2023-03-11 18:00:00,2023-03-15 18:00:00,2023-03-17 18:00:00,206,350.72,Road,1985.83,14,Bristol,3762,1107,Supplier_419,Helsinki,72248.32,6
419,121,Brake,2023-04-03 23:00:00,2023-04-16 23:00:00,2023-04-13 23:00:00,763,329.65,Road,115.35,7,Bristol,2865,2247,Supplier_419,Helsinki,251522.95,10
419,130,Battery,2023-04-06 16:00:00,2023-04-23 16:00:00,2023-04-13 16:00:00,531,167.71,Rail,1045.24,7,Bristol,4053,321,Supplier_419,Helsinki,89054.01,7
485,4,Transmission,2023-01-07 08:00:00,2023-01-19 08:00:00,2023-01-26 08:00:00,926,304.19,Air,1273.67,9,Birmingham,2027,3763,Supplier_485,Budapest,281679.94,19
485,13,Windshield,2023-01-11 12:00:00,2023-01-28 12:00:00,2023-01-18 12:00:00,932,971.4,Sea,1216.33,3,Edinburgh,4064,3043,Supplier_485,Budapest,905344.8,7
485,66,Windshield,2023-02-03 17:00:00,2023-02-16 17:00:00,2023-02-27 17:00:00,920,851.28,Sea,1022.97,3,Sheffield,2321,851,Supplier_485,Budapest,783177.6,24
485,193,Seat,2023-03-21 08:00:00,2023-03-23 08:00:00,2023-04-03 08:00:00,136,144.36,Road,1632.36,16,Cardiff,4759,3572,Supplier_485,Budapest,19632.96,13
485,54,Tire,2023-04-16 14:00:00,2023-04-23 14:00:00,2023-04-29 14:00:00,620,542.72,Air,957.09,19,Glasgow,2033,3566,Supplier_485,Budapest,336486.4,13
385,183,Suspension,2023-01-07 12:00:00,2023-01-27 12:00:00,2023-01-13 12:00:00,831,896.32,Rail,147.86,10,Liverpool,3457,3412,Supplier_385,Berlin,744841.92,6
385,199,Transmission,2023-03-04 05:00:00,2023-03-14 05:00:00,2023-03-29 05:00:00,685,650.26,Sea,463.13,15,London,1469,3886,Supplier_385,Berlin,445428.1,25
385,101,Transmission,2023-03-07 06:00:00,2023-03-13 06:00:00,2023-03-23 06:00:00,976,514.24,Air,1703.4,13,Leeds,2698,106,Supplier_385,Berlin,501898.24,16
385,72,Seat,2023-03-27 05:00:00,2023-04-02 05:00:00,2023-04-01 05:00:00,955,602.04,Rail,1692.37,12,Sheffield,3945,1774,Supplier_385,Berlin,574948.2,5
385,178,Brake,2023-04-01 15:00:00,2023-04-09 15:00:00,2023-04-16 15:00:00,884,625.87,Rail,1778.56,3,Manchester,3682,2245,Supplier_385,Berlin,553269.08,15
385,186,Suspension,2023-04-30 08:00:00,2023-05-09 08:00:00,2023-05-23 08:00:00,668,936.86,Sea,1464.83,10,Manchester,1144,3447,Supplier_385,Berlin,625822.48,23
99,140,Engine,2023-01-07 14:00:00,2023-01-23 14:00:00,2023-01-19 14:00:00,782,794.25,Sea,1431.82,13,Edinburgh,3891,3979,Supplier_99,Sheffield,621103.5,12
99,181,Brake,2023-01-13 05:00:00,2023-01-30 05:00:00,2023-01-31 05:00:00,430,828.63,Road,1085.17,1,Edinburgh,2050,3449,Supplier_99,Sheffield,356310.9,18
99,18,Engine,2023-01-30 01:00:00,2023-02-18 01:00:00,2023-02-02 01:00:00,650,446.25,Air,386.1,10,Glasgow,4816,1910,Supplier_99,Sheffield,290062.5,3
99,98,Door,2023-02-06 07:00:00,2023-02-08 07:00:00,2023-02-14 07:00:00,930,93.97,Road,147.29,11,Glasgow,4633,3247,Supplier_99,Sheffield,87392.1,8
99,63,Brake,2023-02-16 02:00:00,2023-02-28 02:00:00,2023-03-10 02:00:00,949,868.99,Road,513.33,19,Edinburgh,2997,289,Supplier_99,Sheffield,824671.51,22
20,160,Tire,2023-01-07 15:00:00,2023-01-24 15:00:00,2023-01-12 15:00:00,158,706.42,Road,1856.98,3,Liverpool,1898,1365,Supplier_20,Glasgow,111614.36,5
20,155,Steering,2023-01-12 21:00:00,2023-01-16 21:00:00,2023-01-25 21:00:00,666,454.96,Rail,1742.74,5,Cardiff,3030,3679,Supplier_20,Glasgow,303003.36,13
20,129,Door,2023-01-25 22:00:00,2023-02-09 22:00:00,2023-02-10 22:00:00,530,697.4,Sea,184.16,8,Edinburgh,2800,1167,Supplier_20,Glasgow,369622,16
20,32,Windshield,2023-03-01 17:00:00,2023-03-15 17:00:00,2023-03-09 17:00:00,124,796.79,Road,1407.75,9,London,4815,855,Supplier_20,Glasgow,98801.96,8
20,123,Steering,2023-03-30 19:00:00,2023-04-06 19:00:00,2023-04-22 19:00:00,285,631.14,Sea,1798.75,16,Sheffield,3918,2914,Supplier_20,Glasgow,179874.9,23
20,115,Brake,2023-03-31 11:00:00,2023-04-05 11:00:00,2023-04-11 11:00:00,338,611.05,Rail,1444.58,17,Glasgow,2939,3477,Supplier_20,Glasgow,206534.9,11
20,130,Transmission,2023-04-05 10:00:00,2023-04-20 10:00:00,2023-04-21 10:00:00,461,81.85,Road,1528.63,20,London,3637,965,Supplier_20,Glasgow,37732.85,16
20,40,Door,2023-04-14 12:00:00,2023-04-24 12:00:00,2023-04-25 12:00:00,531,934.39,Sea,1635.77,4,Edinburgh,4936,605,Supplier_20,Glasgow,496161.09,11
20,183,Suspension,2023-05-01 02:00:00,2023-05-19 02:00:00,2023-05-18 02:00:00,619,245.33,Sea,839.84,4,Sheffield,1502,3575,Supplier_20,Glasgow,151859.27,17
380,101,Transmission,2023-01-07 16:00:00,2023-01-23 16:00:00,2023-01-30 16:00:00,794,954.38,Rail,1068.8,9,Sheffield,3632,2336,Supplier_380,Leeds,757777.72,23
380,151,Brake,2023-02-21 18:00:00,2023-03-05 18:00:00,2023-02-28 18:00:00,746,514.2,Rail,1104.06,5,Liverpool,3646,1786,Supplier_380,Leeds,383593.2,7
380,3,Seat,2023-02-26 08:00:00,2023-03-17 08:00:00,2023-03-16 08:00:00,97,911.43,Sea,1815.03,6,Leeds,3480,978,Supplier_380,Leeds,88408.71,18
380,47,Tire,2023-03-09 23:00:00,2023-03-21 23:00:00,2023-03-19 23:00:00,608,906.44,Sea,813.31,7,Sheffield,3894,2319,Supplier_380,Leeds,551115.52,10
380,103,Engine,2023-03-29 14:00:00,2023-04-05 14:00:00,2023-04-13 14:00:00,521,168.08,Road,1300.38,7,Leeds,3812,670,Supplier_380,Leeds,87569.68,15
380,127,Battery,2023-04-09 04:00:00,2023-04-18 04:00:00,2023-05-02 04:00:00,793,247.79,Air,1178.15,10,Birmingham,2532,1045,Supplier_380,Leeds,196497.47,23
79,199,Door,2023-01-07 17:00:00,2023-01-11 17:00:00,2023-01-10 17:00:00,279,892.35,Air,1311.01,2,Glasgow,1351,1063,Supplier_79,Manchester,248965.65,3
79,85,Door,2023-01-08 08:00:00,2023-01-11 08:00:00,2023-01-13 08:00:00,599,755.92,Rail,1738.67,13,London,1121,3131,Supplier_79,Manchester,452796.08,5
79,195,Transmission,2023-01-11 02:00:00,2023-01-14 02:00:00,2023-02-01 02:00:00,506,853.17,Air,218.69,5,London,1846,3973,Supplier_79,Manchester,431704.02,21
79,19,Windshield,2023-01-12 02:00:00,2023-01-20 02:00:00,2023-01-14 02:00:00,963,240.89,Rail,185.57,1,London,3292,2046,Supplier_79,Manchester,231977.07,2
79,129,Engine,2023-01-14 01:00:00,2023-01-30 01:00:00,2023-02-02 01:00:00,167,511.45,Rail,575.68,4,Sheffield,1875,3015,Supplier_79,Manchester,85412.15,19
79,128,Suspension,2023-01-14 23:00:00,2023-02-03 23:00:00,2023-02-03 23:00:00,169,390.26,Air,164.26,14,Edinburgh,3776,295,Supplier_79,Manchester,65953.94,20
79,106,Battery,2023-02-06 03:00:00,2023-02-10 03:00:00,2023-02-21 03:00:00,301,129.3,Rail,1801.8,19,Bristol,3678,2340,Supplier_79,Manchester,38919.3,15
79,190,Battery,2023-02-22 09:00:00,2023-03-11 09:00:00,2023-02-27 09:00:00,717,363.26,Rail,1777.02,16,Manchester,1477,2444,Supplier_79,Manchester,260457.42,5
79,41,Brake,2023-02-25 04:00:00,2023-03-04 04:00:00,2023-03-05 04:00:00,110,448.77,Road,1947.38,15,Manchester,3795,115,Supplier_79,Manchester,49364.7,8
79,36,Suspension,2023-03-07 01:00:00,2023-03-14 01:00:00,2023-03-29 01:00:00,32,992.07,Air,1671.26,12,Glasgow,2097,3679,Supplier_79,Manchester,31746.24,22
79,110,Seat,2023-03-25 21:00:00,2023-04-06 21:00:00,2023-03-29 21:00:00,330,817.75,Rail,579.11,4,Sheffield,2061,145,Supplier_79,Manchester,269857.5,4
221,118,Battery,2023-01-07 19:00:00,2023-01-13 19:00:00,2023-01-13 19:00:00,968,195.91,Road,1086,16,Manchester,2230,1301,Supplier_221,Helsinki,189640.88,6
221,45,Suspension,2023-02-03 03:00:00,2023-02-18 03:00:00,2023-02-26 03:00:00,660,375.64,Sea,841.9,6,Birmingham,3123,3018,Supplier_221,Helsinki,247922.4,23
221,11,Door,2023-02-11 05:00:00,2023-02-20 05:00:00,2023-02-24 05:00:00,15,624.74,Air,1206.9,12,Liverpool,3934,415,Supplier_221,Helsinki,9371.1,13
221,169,Transmission,2023-03-29 21:00:00,2023-03-31 21:00:00,2023-04-07 21:00:00,954,613.25,Rail,1508.12,15,Manchester,1998,3589,Supplier_221,Helsinki,585040.5,9
221,168,Battery,2023-05-02 02:00:00,2023-05-05 02:00:00,2023-05-25 02:00:00,470,534.1,Rail,1245.84,7,Edinburgh,2360,2338,Supplier_221,Helsinki,251027,23
107,57,Tire,2023-01-07 20:00:00,2023-01-11 20:00:00,2023-01-17 20:00:00,40,913.41,Rail,650.03,16,Leeds,4556,919,Supplier_107,Glasgow,36536.4,10
107,40,Transmission,2023-01-11 03:00:00,2023-01-19 03:00:00,2023-02-01 03:00:00,375,62.48,Sea,625.39,16,Cardiff,4037,429,Supplier_107,Glasgow,23430,21
107,160,Tire,2023-02-12 08:00:00,2023-02-15 08:00:00,2023-02-21 08:00:00,812,741.41,Sea,751.44,16,Glasgow,4031,1988,Supplier_107,Glasgow,602024.92,9
107,46,Windshield,2023-04-17 23:00:00,2023-04-27 23:00:00,2023-05-12 23:00:00,791,333.41,Sea,1705.14,2,London,4888,2163,Supplier_107,Glasgow,263727.31,25
107,56,Engine,2023-04-29 01:00:00,2023-05-02 01:00:00,2023-05-07 01:00:00,223,922.74,Road,1117.75,19,London,4531,2072,Supplier_107,Glasgow,205771.02,8
156,129,Steering,2023-01-07 21:00:00,2023-01-12 21:00:00,2023-01-12 21:00:00,259,533.55,Rail,1279.04,20,Edinburgh,1012,3282,Supplier_156,Brussels,138189.45,5
156,47,Engine,2023-02-06 14:00:00,2023-02-21 14:00:00,2023-02-09 14:00:00,288,839.61,Road,1110.2,9,Glasgow,3051,770,Supplier_156,Brussels,241807.68,3
156,124,Seat,2023-02-07 04:00:00,2023-02-18 04:00:00,2023-02-21 04:00:00,258,416.12,Road,1421.41,3,Manchester,2311,711,Supplier_156,Brussels,107358.96,14
156,194,Door,2023-03-01 11:00:00,2023-03-07 11:00:00,2023-03-05 11:00:00,558,475.81,Sea,482.52,11,Cardiff,4885,1873,Supplier_156,Brussels,265501.98,4
156,176,Brake,2023-03-15 03:00:00,2023-03-23 03:00:00,2023-03-19 03:00:00,928,744.76,Air,519.48,17,Edinburgh,1460,1751,Supplier_156,Brussels,691137.28,4
156,66,Seat,2023-05-02 06:00:00,2023-05-04 06:00:00,2023-05-27 06:00:00,504,754.82,Rail,1235.93,5,Sheffield,2601,3713,Supplier_156,Brussels,380429.28,25
156,136,Engine,2023-05-02 19:00:00,2023-05-19 19:00:00,2023-05-07 19:00:00,856,913.87,Sea,1779.29,18,Sheffield,3155,2149,Supplier_156,Brussels,782272.72,5
10,190,Windshield,2023-01-07 22:00:00,2023-01-15 22:00:00,2023-01-11 22:00:00,879,269.32,Rail,531.35,18,Glasgow,2104,2250,Supplier_10,Dublin,236732.28,4
10,110,Tire,2023-02-17 07:00:00,2023-02-22 07:00:00,2023-02-24 07:00:00,787,322.99,Air,1361.84,18,Edinburgh,1943,2134,Supplier_10,Dublin,254193.13,7
10,168,Transmission,2023-02-25 15:00:00,2023-03-01 15:00:00,2023-02-28 15:00:00,875,357.95,Road,1066.96,3,Edinburgh,1202,2051,Supplier_10,Dublin,313206.25,3
10,59,Tire,2023-03-01 20:00:00,2023-03-03 20:00:00,2023-03-12 20:00:00,836,608.51,Air,472.31,17,Bristol,2140,1387,Supplier_10,Dublin,508714.36,11
10,197,Tire,2023-03-05 15:00:00,2023-03-13 15:00:00,2023-03-22 15:00:00,72,518.83,Air,1907.87,11,Edinburgh,2609,3796,Supplier_10,Dublin,37355.76,17
10,101,Windshield,2023-03-16 04:00:00,2023-03-23 04:00:00,2023-03-30 04:00:00,844,566.4,Road,525.14,13,Manchester,2403,1951,Supplier_10,Dublin,478041.6,14
482,76,Steering,2023-01-07 23:00:00,2023-01-15 23:00:00,2023-02-01 23:00:00,206,819.44,Rail,1410.8,14,Sheffield,4247,3174,Supplier_482,Tallinn,168804.64,25
482,64,Suspension,2023-02-07 14:00:00,2023-02-13 14:00:00,2023-02-21 14:00:00,801,421.35,Road,1148.52,4,Liverpool,4754,3657,Supplier_482,Tallinn,337501.35,14
482,113,Transmission,2023-02-26 22:00:00,2023-03-07 22:00:00,2023-03-16 22:00:00,456,175.53,Rail,1763.56,15,Leeds,3861,3725,Supplier_482,Tallinn,80041.68,18
482,27,Seat,2023-04-02 02:00:00,2023-04-07 02:00:00,2023-04-26 02:00:00,470,559.85,Road,720.41,2,Glasgow,3276,598,Supplier_482,Tallinn,263129.5,24
482,41,Engine,2023-04-15 18:00:00,2023-04-30 18:00:00,2023-04-22 18:00:00,963,454.99,Air,1800.37,5,Sheffield,1309,1077,Supplier_482,Tallinn,438155.37,7
297,70,Seat,2023-01-08 00:00:00,2023-01-13 00:00:00,2023-01-21 00:00:00,678,72.64,Road,1781.42,14,Liverpool,2911,2120,Supplier_297,Tallinn,49249.92,13
297,48,Battery,2023-01-12 07:00:00,2023-01-28 07:00:00,2023-01-31 07:00:00,488,791.01,Rail,966.35,20,Manchester,1296,211,Supplier_297,Tallinn,386012.88,19
297,51,Seat,2023-01-26 02:00:00,2023-02-05 02:00:00,2023-02-09 02:00:00,704,224.29,Sea,164.02,15,Glasgow,3183,3232,Supplier_297,Tallinn,157900.16,14
297,39,Door,2023-03-28 19:00:00,2023-04-09 19:00:00,2023-04-09 19:00:00,907,218.9,Sea,980.5,1,London,3656,885,Supplier_297,Tallinn,198542.3,12
297,50,Engine,2023-04-15 20:00:00,2023-04-29 20:00:00,2023-04-18 20:00:00,877,731.04,Air,1836.07,2,Bristol,2930,105,Supplier_297,Tallinn,641122.08,3
496,85,Door,2023-01-08 03:00:00,2023-01-11 03:00:00,2023-01-30 03:00:00,871,442.76,Air,1734.13,9,Glasgow,2724,3924,Supplier_496,Sheffield,385643.96,22
496,184,Door,2023-01-20 12:00:00,2023-01-24 12:00:00,2023-01-26 12:00:00,768,272.76,Rail,333.13,13,Manchester,1599,1900,Supplier_496,Sheffield,209479.68,6
496,68,Steering,2023-02-28 13:00:00,2023-03-12 13:00:00,2023-03-08 13:00:00,587,819.93,Road,482.19,12,Leeds,2993,3829,Supplier_496,Sheffield,481298.91,8
496,197,Seat,2023-04-26 00:00:00,2023-04-29 00:00:00,2023-05-09 00:00:00,423,319.41,Air,1408.76,19,Sheffield,4105,1384,Supplier_496,Sheffield,135110.43,13
496,164,Tire,2023-05-03 19:00:00,2023-05-21 19:00:00,2023-05-27 19:00:00,29,146.86,Sea,1000.83,12,London,4804,2546,Supplier_496,Sheffield,4258.94,24
358,54,Suspension,2023-01-08 04:00:00,2023-01-21 04:00:00,2023-01-31 04:00:00,190,521.43,Sea,361.24,1,Liverpool,2876,447,Supplier_358,Stockholm,99071.7,23
358,187,Transmission,2023-01-24 03:00:00,2023-02-03 03:00:00,2023-02-05 03:00:00,887,117.01,Rail,661.9,6,Cardiff,3272,2288,Supplier_358,Stockholm,103787.87,12
358,40,Seat,2023-02-04 09:00:00,2023-02-12 09:00:00,2023-02-26 09:00:00,501,801.45,Air,1005,20,Cardiff,3761,2187,Supplier_358,Stockholm,401526.45,22
358,35,Door,2023-02-06 18:00:00,2023-02-13 18:00:00,2023-02-12 18:00:00,258,255.32,Air,395.23,18,Manchester,4932,2881,Supplier_358,Stockholm,65872.56,6
358,106,Steering,2023-02-26 14:00:00,2023-03-06 14:00:00,2023-03-23 14:00:00,871,563.51,Road,1905.32,14,Cardiff,2506,3660,Supplier_358,Stockholm,490817.21,25
358,101,Battery,2023-02-28 17:00:00,2023-03-10 17:00:00,2023-03-16 17:00:00,562,370.67,Road,538.71,14,London,1197,562,Supplier_358,Stockholm,208316.54,16
358,93,Suspension,2023-03-12 03:00:00,2023-03-25 03:00:00,2023-04-06 03:00:00,771,192.68,Road,504.98,6,Cardiff,3139,281,Supplier_358,Stockholm,148556.28,25
358,28,Steering,2023-03-25 10:00:00,2023-04-04 10:00:00,2023-04-09 10:00:00,455,201.59,Road,559.97,4,Cardiff,3454,3267,Supplier_358,Stockholm,91723.45,15
358,47,Suspension,2023-03-27 08:00:00,2023-04-08 08:00:00,2023-04-06 08:00:00,822,865.89,Road,232.91,18,Cardiff,1609,3279,Supplier_358,Stockholm,711761.58,10
358,116,Steering,2023-05-05 05:00:00,2023-05-13 05:00:00,2023-05-11 05:00:00,433,865.51,Road,1084.06,13,Bristol,4402,1553,Supplier_358,Stockholm,374765.83,6
213,111,Transmission,2023-01-08 05:00:00,2023-01-27 05:00:00,2023-01-15 05:00:00,282,240.16,Rail,1750.56,8,Sheffield,2521,2042,Supplier_213,Copenhagen,67725.12,7
213,6,Transmission,2023-02-18 15:00:00,2023-03-01 15:00:00,2023-03-14 15:00:00,221,294.91,Road,614.99,2,Bristol,1355,610,Supplier_213,Copenhagen,65175.11,24
213,7,Suspension,2023-03-07 21:00:00,2023-03-23 21:00:00,2023-03-20 21:00:00,989,252.66,Rail,480.75,10,Bristol,4035,2112,Supplier_213,Copenhagen,249880.74,13
213,164,Windshield,2023-04-12 05:00:00,2023-05-01 05:00:00,2023-05-03 05:00:00,442,713.57,Air,996.9,4,Cardiff,1837,1576,Supplier_213,Copenhagen,315397.94,21
213,76,Seat,2023-04-14 23:00:00,2023-04-25 23:00:00,2023-05-09 23:00:00,176,89.08,Sea,1239.6,6,Cardiff,4987,3157,Supplier_213,Copenhagen,15678.08,25
213,51,Suspension,2023-04-20 15:00:00,2023-05-10 15:00:00,2023-05-05 15:00:00,309,707.47,Sea,687.6,10,Glasgow,3771,757,Supplier_213,Copenhagen,218608.23,15
69,31,Transmission,2023-01-08 06:00:00,2023-01-15 06:00:00,2023-01-15 06:00:00,646,290.66,Rail,191.04,5,Bristol,1217,3602,Supplier_69,Liverpool,187766.36,7
69,153,Windshield,2023-01-12 19:00:00,2023-01-22 19:00:00,2023-02-04 19:00:00,501,638.67,Air,465.53,20,Glasgow,2800,3510,Supplier_69,Liverpool,319973.67,23
69,130,Seat,2023-01-17 21:00:00,2023-02-05 21:00:00,2023-02-08 21:00:00,561,391.9,Rail,1336.12,8,Bristol,3743,2276,Supplier_69,Liverpool,219855.9,22
69,80,Door,2023-01-20 19:00:00,2023-01-22 19:00:00,2023-02-04 19:00:00,436,420.02,Air,707.39,10,Birmingham,3651,1124,Supplier_69,Liverpool,183128.72,15
69,142,Door,2023-02-25 00:00:00,2023-03-15 00:00:00,2023-03-09 00:00:00,45,160.81,Air,800.32,7,Bristol,2535,1407,Supplier_69,Liverpool,7236.45,12
69,25,Door,2023-04-27 16:00:00,2023-05-07 16:00:00,2023-05-05 16:00:00,193,211.73,Sea,1197.9,7,Leeds,3562,3890,Supplier_69,Liverpool,40863.89,8
69,15,Brake,2023-05-04 14:00:00,2023-05-09 14:00:00,2023-05-26 14:00:00,553,882.39,Road,1088.23,5,Birmingham,4836,353,Supplier_69,Liverpool,487961.67,22
211,30,Windshield,2023-01-08 07:00:00,2023-01-24 07:00:00,2023-01-26 07:00:00,449,551.4,Road,1744.38,15,Sheffield,1967,2198,Supplier_211,Warsaw,247578.6,18
211,81,Brake,2023-01-22 11:00:00,2023-02-07 11:00:00,2023-01-30 11:00:00,459,771.85,Air,1381.86,16,London,1917,113,Supplier_211,Warsaw,354279.15,8
211,189,Battery,2023-03-22 14:00:00,2023-03-25 14:00:00,2023-04-06 14:00:00,596,525.44,Sea,372.27,20,Manchester,2625,1351,Supplier_211,Warsaw,313162.24,15
211,74,Suspension,2023-04-13 13:00:00,2023-04-28 13:00:00,2023-04-24 13:00:00,449,154.9,Sea,308.81,9,Manchester,2386,1144,Supplier_211,Warsaw,69550.1,11
211,5,Engine,2023-04-15 07:00:00,2023-04-28 07:00:00,2023-04-27 07:00:00,737,152.19,Sea,1679.32,19,Sheffield,2475,1293,Supplier_211,Warsaw,112164.03,12
211,56,Seat,2023-04-16 09:00:00,2023-05-06 09:00:00,2023-04-26 09:00:00,211,59.74,Sea,232.74,5,Liverpool,2068,2462,Supplier_211,Warsaw,12605.14,10
211,62,Transmission,2023-04-20 12:00:00,2023-04-27 12:00:00,2023-04-26 12:00:00,20,807.06,Rail,1930.48,10,Edinburgh,1573,1219,Supplier_211,Warsaw,16141.2,6
330,95,Engine,2023-01-08 10:00:00,2023-01-24 10:00:00,2023-02-02 10:00:00,90,843.68,Sea,1010.52,7,Birmingham,1615,1778,Supplier_330,Lisbon,75931.2,25
330,123,Steering,2023-02-13 22:00:00,2023-02-25 22:00:00,2023-03-05 22:00:00,426,72.95,Sea,913.68,17,Leeds,4069,2831,Supplier_330,Lisbon,31076.7,20
330,47,Tire,2023-02-15 10:00:00,2023-02-22 10:00:00,2023-02-20 10:00:00,832,504.52,Air,568.02,16,Liverpool,3530,1660,Supplier_330,Lisbon,419760.64,5
330,21,Suspension,2023-02-21 20:00:00,2023-02-25 20:00:00,2023-03-13 20:00:00,978,399.41,Sea,1245.73,7,Sheffield,4125,2885,Supplier_330,Lisbon,390622.98,20
330,67,Brake,2023-02-22 04:00:00,2023-03-13 04:00:00,2023-03-17 04:00:00,781,565.55,Sea,764.36,7,London,3518,367,Supplier_330,Lisbon,441694.55,23
330,41,Tire,2023-03-03 13:00:00,2023-03-23 13:00:00,2023-03-19 13:00:00,999,951.78,Rail,1211.02,9,Birmingham,3308,3456,Supplier_330,Lisbon,950828.22,16
330,20,Transmission,2023-03-24 16:00:00,2023-03-28 16:00:00,2023-04-04 16:00:00,730,98.6,Sea,1438.66,17,Sheffield,2059,1019,Supplier_330,Lisbon,71978,11
330,154,Engine,2023-04-07 14:00:00,2023-04-25 14:00:00,2023-05-02 14:00:00,320,348.84,Rail,471.87,6,Birmingham,2707,2865,Supplier_330,Lisbon,111628.8,25
330,52,Tire,2023-04-18 18:00:00,2023-04-30 18:00:00,2023-05-08 18:00:00,839,903.57,Sea,1645.01,16,Cardiff,2912,814,Supplier_330,Lisbon,758095.23,20
330,61,Transmission,2023-04-23 03:00:00,2023-04-26 03:00:00,2023-05-06 03:00:00,628,818.56,Road,1077.82,19,Glasgow,3957,2264,Supplier_330,Lisbon,514055.68,13
157,194,Brake,2023-01-08 11:00:00,2023-01-18 11:00:00,2023-01-11 11:00:00,146,432.37,Air,883.69,1,Cardiff,2320,3323,Supplier_157,Prague,63126.02,3
157,69,Steering,2023-02-13 00:00:00,2023-02-26 00:00:00,2023-03-07 00:00:00,737,803.79,Air,1787.26,20,Glasgow,2579,3904,Supplier_157,Prague,592393.23,22
157,37,Engine,2023-05-04 22:00:00,2023-05-06 22:00:00,2023-05-15 22:00:00,934,99.72,Sea,614.63,7,Bristol,4112,3189,Supplier_157,Prague,93138.48,11
282,147,Door,2023-01-08 12:00:00,2023-01-21 12:00:00,2023-02-01 12:00:00,598,231.02,Rail,1940.49,8,Glasgow,2042,2331,Supplier_282,Bristol,138149.96,24
282,130,Tire,2023-01-18 02:00:00,2023-01-25 02:00:00,2023-01-22 02:00:00,584,488.41,Road,619.05,5,Liverpool,1674,2627,Supplier_282,Bristol,285231.44,4
282,90,Transmission,2023-02-10 12:00:00,2023-02-18 12:00:00,2023-03-03 12:00:00,544,683.87,Sea,1517.05,18,London,1790,3450,Supplier_282,Bristol,372025.28,21
282,177,Door,2023-02-17 14:00:00,2023-02-23 14:00:00,2023-03-02 14:00:00,886,250.94,Road,751.95,6,London,3836,3092,Supplier_282,Bristol,222332.84,13
282,59,Battery,2023-03-14 08:00:00,2023-03-27 08:00:00,2023-04-05 08:00:00,216,542.18,Rail,1042.51,3,Glasgow,2064,373,Supplier_282,Bristol,117110.88,22
282,132,Brake,2023-04-08 06:00:00,2023-04-20 06:00:00,2023-04-27 06:00:00,281,789.28,Sea,1945.48,10,Leeds,1952,2832,Supplier_282,Bristol,221787.68,19
282,85,Battery,2023-04-09 01:00:00,2023-04-25 01:00:00,2023-04-21 01:00:00,517,700.88,Sea,676.91,10,Birmingham,4233,978,Supplier_282,Bristol,362354.96,12
